店舗名,最寄り,評価,ランチ,ディナー,URL
胡蝶庵 仙波,名鉄岐阜駅,3.78,"￥1,000～￥1,999",-,https://tabelog.com/gifu/A2101/A210101/21000104/
手挽きそば 一心,港北駅,3.78,"￥2,000～￥2,999","￥3,000～￥3,999",https://tabelog.com/aichi/A2301/A230112/23004733/
凡味 そばきり,高崎問屋町駅,3.78,"￥2,000～￥2,999","￥3,000～￥3,999",https://tabelog.com/gunma/A1001/A100102/10000142/
鯨荘 塩町館,常陸太田駅,3.77,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/ibaraki/A0805/A080502/8000966/
石臼挽き手打 蕎楽亭,牛込神楽坂駅,3.77,"￥3,000～￥3,999","￥4,000～￥4,999",https://tabelog.com/tokyo/A1309/A130905/13000479/
手造りそば 打墨庵 加瀬,千葉,3.77,"￥2,000～￥2,999","￥1,000～￥1,999",https://tabelog.com/chiba/A1207/A120703/12020932/
紫仙庵,武蔵小山駅,3.76,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/tokyo/A1317/A131710/13038860/
ら すとらあだ,中野坂上駅,3.76,"￥6,000～￥7,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1319/A131903/13141774/
まき埜,福島駅,3.76,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/osaka/A2701/A270108/27002682/
神楽坂 大川や,神楽坂駅,3.75,"￥2,000～￥2,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1309/A130905/13197727/
手打ち蕎麦 成冨,築地市場駅,3.74,"￥1,000～￥1,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1313/A131301/13023064/
山里乃蕎麦 丸富,小町屋駅,3.74,"￥2,000～￥2,999",-,https://tabelog.com/nagano/A2006/A200602/20000040/
蕎麦 坐忘,西八王子駅,3.74,"￥2,000～￥2,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1329/A132904/13006022/
手打ち蕎麦 かね井,鞍馬口駅,3.74,-,"￥3,000～￥3,999",https://tabelog.com/kyoto/A2601/A260503/26001676/
竹やぶ 箱根店,神奈川,3.74,"￥2,000～￥2,999",-,https://tabelog.com/kanagawa/A1410/A141001/14001257/
うずら家,長野,3.74,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/nagano/A2001/A200101/20000191/
手打蕎麦のたぐと,発寒南駅,3.74,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/hokkaido/A0101/A010204/1000649/
甜蕎屋 源平,下野大沢駅,3.73,"￥1,000～￥1,999",-,https://tabelog.com/tochigi/A0903/A090302/9000065/
木挽庵,佐和駅,3.73,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/ibaraki/A0801/A080102/8000290/
蕎や 月心,祐天寺駅,3.73,"￥3,000～￥3,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1317/A131701/13096494/
石臼挽き手打ち蕎麦 高はし,荻窪駅,3.73,-,"￥3,000～￥3,999",https://tabelog.com/tokyo/A1319/A131906/13004378/
green glass,落合駅,3.73,"￥4,000～￥4,999","￥8,000～￥9,999",https://tabelog.com/tokyo/A1321/A132104/13196314/
一如庵,榛原駅,3.73,"￥2,000～￥2,999","￥3,000～￥3,999",https://tabelog.com/nara/A2904/A290403/29000815/
オリベ,二宮駅,3.73,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/kanagawa/A1404/A140408/14007619/
蕎麦切り 酒 大愚,虎ノ門駅,3.73,-,"￥8,000～￥9,999",https://tabelog.com/tokyo/A1308/A130802/13130565/
手打ちそば 舞鶴,高崎駅（ＪＲ）,3.73,-,"￥4,000～￥4,999",https://tabelog.com/gunma/A1001/A100102/10010351/
手打 神代そば,松江しんじ湖温泉駅,3.73,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/shimane/A3201/A320101/32000016/
手打そば 乃田,郡津駅,3.73,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/osaka/A2707/A270704/27013548/
サラザン,福山駅,3.73,"￥1,000～￥1,999","￥6,000～￥7,999",https://tabelog.com/hiroshima/A3403/A340308/34013752/
おがわ,北大路駅,3.72,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/kyoto/A2601/A260503/26000389/
もりいろ,大森町駅,3.72,"￥2,000～￥2,999","￥4,000～￥4,999",https://tabelog.com/tokyo/A1315/A131502/13176833/
竹ふく,山形駅,3.72,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/yamagata/A0601/A060101/6000111/
蕎麦小路 さわらび,半蔵門駅,3.72,"￥1,000～￥1,999","￥8,000～￥9,999",https://tabelog.com/tokyo/A1308/A130803/13022640/
手打ちそば 梅蕎麦,山形駅,3.72,"￥2,000～￥2,999","￥1,000～￥1,999",https://tabelog.com/yamagata/A0601/A060101/6000107/
純そば　一風庵,出雲横田駅,3.72,"￥1,000～￥1,999",-,https://tabelog.com/shimane/A3202/A320203/32001813/
一東菴,東十条駅,3.72,"￥1,000～￥1,999","￥8,000～￥9,999",https://tabelog.com/tokyo/A1323/A132304/13143622/
蕎麦懐石 無庵,立川北駅,3.72,"￥4,000～￥4,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1329/A132901/13005984/
狭山 翁,下山口駅,3.71,"￥2,000～￥2,999","￥1,000～￥1,999",https://tabelog.com/saitama/A1106/A110601/11000055/
十割蕎麦と岩魚 やまだや,野志駅,3.71,"￥1,000～￥1,999",-,https://tabelog.com/gifu/A2103/A210302/21010790/
蕎麦 惠土,逗子・葉山駅,3.71,"￥6,000～￥7,999","￥10,000～￥14,999",https://tabelog.com/kanagawa/A1406/A140602/14004578/
由庵 矢もり,月島駅,3.71,-,"￥10,000～￥14,999",https://tabelog.com/tokyo/A1313/A131302/13176466/
蕎麦切り あなざわ,安積永盛駅,3.71,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/fukushima/A0702/A070201/7000355/
蕎房 猪口屋,茅ケ崎駅,3.71,"￥1,000～￥1,999","￥3,000～￥3,999",https://tabelog.com/kanagawa/A1404/A140406/14035065/
手打蕎麦 松竹庵 ます川,淡路町駅,3.71,"￥4,000～￥4,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1310/A131002/13068153/
ふく田,大岡駅,3.70,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/shizuoka/A2205/A220501/22000081/
まつもと,京都河原町駅,3.70,-,"￥4,000～￥4,999",https://tabelog.com/kyoto/A2601/A260201/26022778/
久庵,兵庫駅,3.70,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/hyogo/A2801/A280109/28002313/
伊達 翁,北舟岡駅,3.70,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/hokkaido/A0108/A010801/1003486/
そば喜香庵,西１８丁目駅,3.70,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/hokkaido/A0101/A010102/1002180/
そば 法師人,桜台駅,3.70,-,"￥3,000～￥3,999",https://tabelog.com/tokyo/A1321/A132102/13017075/
そば切り 天笑,枚方市駅,3.70,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/osaka/A2707/A270702/27000053/
そばきり すずき,保谷駅,3.69,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/tokyo/A1328/A132801/13017457/
土山人 芦屋店,芦屋駅（阪神）,3.69,"￥1,000～￥1,999","￥3,000～￥3,999",https://tabelog.com/hyogo/A2803/A280302/28000023/
吾妻橋 やぶそば,浅草駅（東武・都営・メトロ）,3.69,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/tokyo/A1311/A131102/13007981/
そばの実,長野,3.69,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/nagano/A2001/A200101/20001575/
蕎麦 たかま,天神橋筋六丁目駅,3.69,"￥2,000～￥2,999","￥2,000～￥2,999",https://tabelog.com/osaka/A2701/A270103/27000530/
草庵,鶴来駅,3.69,"￥1,000～￥1,999",-,https://tabelog.com/ishikawa/A1702/A170203/17001320/
千寿 竹やぶ,千住大橋駅,3.69,"￥2,000～￥2,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1324/A132402/13003773/
そばの実 一閑人,静岡,3.69,"￥1,000～￥1,999","￥4,000～￥4,999",https://tabelog.com/shizuoka/A2204/A220401/22016718/
玄蕎麦 野中,中村橋駅,3.68,"￥2,000～￥2,999","￥2,000～￥2,999",https://tabelog.com/tokyo/A1321/A132102/13002725/
胡桃亭,野崎駅,3.68,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/tochigi/A0905/A090501/9001316/
そばんち,市島駅,3.68,"￥2,000～￥2,999","￥4,000～￥4,999",https://tabelog.com/hyogo/A2807/A280701/28009027/
そば切り 鴨嘴,美章園駅,3.67,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/osaka/A2701/A270203/27103579/
手打そば千花庵,鎌倉駅,3.67,"￥2,000～￥2,999",-,https://tabelog.com/kanagawa/A1404/A140402/14003011/
手打ち蕎麦 たがた,静岡駅,3.67,"￥1,000～￥1,999","￥6,000～￥7,999",https://tabelog.com/shizuoka/A2201/A220101/22002324/
亀蔵,鯖江駅,3.67,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/fukui/A1802/A180201/18004146/
そば切り 岳空,谷町六丁目駅,3.67,"￥1,000～￥1,999","￥3,000～￥3,999",https://tabelog.com/osaka/A2701/A270204/27096691/
三城,松本駅,3.67,"￥2,000～￥2,999","￥2,000～￥2,999",https://tabelog.com/nagano/A2002/A200201/20000629/
蕎麦 やすたけ,日華化学前駅,3.67,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/fukui/A1801/A180101/18000999/
蕎遊庵,足利市駅,3.67,"￥1,000～￥1,999",-,https://tabelog.com/tochigi/A0902/A090202/9002813/
蕎亭 大黒屋,浅草駅（つくばＥＸＰ）,3.66,-,"￥6,000～￥7,999",https://tabelog.com/tokyo/A1311/A131102/13003757/
職人館,長野,3.65,"￥3,000～￥3,999","￥8,000～￥9,999",https://tabelog.com/nagano/A2003/A200302/20001680/
打心蕎庵,下北沢駅,3.65,"￥3,000～￥3,999","￥4,000～￥4,999",https://tabelog.com/tokyo/A1318/A131802/13028732/
巽蕎麦 志ま平,牛込神楽坂駅,3.65,-,"￥8,000～￥9,999",https://tabelog.com/tokyo/A1309/A130905/13020236/
手打ち蕎麦切り 匠,岩本町駅,3.64,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/tokyo/A1310/A131002/13208650/
新橋ときそば,御成門駅,3.63,"￥1,000～￥1,999","￥3,000～￥3,999",https://tabelog.com/tokyo/A1314/A131401/13094312/
北浜 土山人,北浜駅,3.62,"￥1,000～￥1,999","￥4,000～￥4,999",https://tabelog.com/osaka/A2701/A270102/27003569/
手打ちそば やっ古,学芸大学駅,3.60,-,"￥4,000～￥4,999",https://tabelog.com/tokyo/A1317/A131702/13204512/
手打ち蕎麦　いよ翁,北伊予駅,3.60,"￥1,000～￥1,999",-,https://tabelog.com/ehime/A3801/A380103/38007273/
ふかがわ翁,清澄白河駅,3.59,"￥3,000～￥3,999","￥1,000～￥1,999",https://tabelog.com/tokyo/A1312/A131201/13244447/
根津雙柿庵,根津駅,3.58,-,"￥10,000～￥14,999",https://tabelog.com/tokyo/A1311/A131106/13178315/
蕎麦懐石 義 恵比寿,恵比寿駅,3.51,"￥4,000～￥4,999","￥8,000～￥9,999",https://tabelog.com/tokyo/A1303/A130302/13223526/
